01_Clase,02_Orden,03_Familia,04_Nombre científico I,05_Nombre científico II,06_Nombre vernáculo,07_CITES,08_Categoría amenaza nacional Res. 1912/2017,09_Endemismo,10_Migratoria,11_Introducida/Invasora,12_Distribución,Amagá,Amalfi,Andes,Angelópolis,Angostura,Anorí,Anzá,Armenia,Barbosa,Bello,Belmira,Betania,Betulia,Briceño,Buriticá,Cáceres,Caicedo,Caldas,Campamento,Caracolí,Caramanta,Carolina del Príncipe,Caucasia,Cisneros,Ciudad Bolívar,Concordia,Copacabana,Donmatías,Ebéjico,El Bagre,Entrerríos,Envigado,Fredonia,Girardota,Gómez Plata,Guadalupe,Heliconia,Hispania,Itagüí,Ituango,Jardín,Jericó,La Estrella,La Pintada,Liborina,Maceo,Medellín,Montebello,Nechí,Olaya,Pueblorrico,Puerto Berrío,Puerto Nare,Remedios,Sabanalarga,Sabaneta,Salgar,San Andrés de Cuerquia,San Jerónimo,San José de la Montaña,San Pedro de los Milagros,Santa Bárbara,Santa Fe de Antioquia,Santa Rosa de Osos,Segovia,Sopetrán,Támesis,Tarazá,Tarso,Titiribí,Toledo,Valdivia,Valparaíso,Vegachí,Venecia,Yalí,Yarumal,Yolombó,Yondó,Zaragoza
AVES,PASSERIFORMES,Cotingidae,Pachyramphus versicolor,,Cabezón barrado,,,,,,1600-2600,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Pipreola arcuata,,Frutero barrado,,,,,,900-3100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Pipreola aureopectus,,Frutero pechidorado,,,,,,1300-2300,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Pipreola riefferii,,Frutero verdinegro,,,,,,900-2700,,,25,8,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Piprites chloris,,Piprites alibarrado,,,,,,0-1500,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Pyroderus scutatus,,Toropisco,,VU,,,,1600-2900,,,,,,33,,,,,,,,34,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Cotingidae,Querula purpurata,,Cuaba,,,,,,0-1200,,30,,,,30; 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19; 30,,,29; 31,,,,,,,,,,,,30
AVES,PASSERIFORMES,Cotingidae,Rupicola peruvianus,Rupicola peruviana,Gallo de roca andino,II,,,,,500-2400,,,25,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Cotingidae,Schiffornis turdina,Schiffornis turdinus,Saltarín turdino,,,,,,0-1400,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Cotingidae,Tityra inquisitor,,Tityra capirotada,,,,,,0-800,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Cotingidae,Tityra semifasciata,,Tityra enmascarada,,,,,,0-1700,36,30,,,,30; 33,22,22,,,,,22,18; 34,,,,36,,,,,,,,,,42,22,,,,22,,,,,,,18,,22,,,,10,,,,,,10,,,,,,,,,,,,42,19; 30,,,,22,36,,18,,,22; 36,,34,,,30
AVES,PASSERIFORMES,Donacobiidae,Donacobius atricapilla,Donacobius atricapillus,Sinsonte lagunero,,,,,,0-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Ammodramus humeralis,Myospiza humeralis,Sabanero rayado,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Arremon atricapillus,Buarremon atricapillus,Gorrión montés cabecinegro,,,,,,500-1500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Arremon aurantiirostris,,Pinzón pico de oro,,,,,,0-1800,36,,,,,,22,22,,,,,22,18,,,,36,,,,,,,,,,,22,,,,22,,,,,,,18; 35,,22,,,,10,,,,,,10,,,,,,,,,,,,,,,,29; 31,22,36,,18,,,22; 36,,,,,
AVES,PASSERIFORMES,Emberizidae,Arremon brunneinucha,Buarremon brunneinucha,Gorrión montés collarejo,,,,,,800-3000,,,25,8,,33,,,,8,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,9; 27,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Arremon torquatus,Buarremon torquatus,,,,,,,1700-3600,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Arremonops conirostris,,Pinzón conirrostro,,,,,,0-1600,,,,,,33,22,22,,,,,22,18; 34,,,,,,,,,,,,,,,22,,,,22,,,,,,,18; 35,,22; 37,,37,41,10,,,,,11,10,,,,,11,,,,,,,,,,37,,22; 37,,,18,37,,22; 37,,34,,,
AVES,PASSERIFORMES,Emberizidae,Atlapetes albinucha,Atlapetes gutturalis,Atlapetes gorgiamarillo,,,,,,800-2600,,,25,8,,33,,,,,,,,18,,,,,,,,13,,,,,,,,,,,,,,,,,,18,25,9; 27,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,18,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Atlapetes latinuchus,,Atlapetes ventriamarillo,,,,,,1600-2700,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,39,,,,39,32,,39,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Atlapetes pallidinucha,,Atlapetes cabeciblanco,,,,,,2400-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Atlapetes schistaceus,,Atlapetes pizarra,,,,,,1900-3700,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Chlorospingus canigularis,,Montero pectoral,,,,,,1200-2600,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Chlorospingus flavigularis,,Montero gorgiamarillo,,,,,,300-2000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Chlorospingus flavopectus,,Montero ojiblanco,,,,,,1000-2700,,,25,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Chlorospingus ophthalmicus,,Montero ojiblanco,,,,,,1000-2700,,,,8,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8; 39,,,,,,,,,,,,39,,,,39,32,,39,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Emberizidae,Zonotrichia capensis,,Pinche copetón,,,,,,150-3700,,,25,8,,33,,,,8,,,,34,,,,,,,,13,,28,,,,,,,,,,,,,,,,,25,9; 27,,,,,8,,,,9,,,,,,,,,,,,,32,,,,,9,,,,,,,,34,,,
AVES,PASSERIFORMES,Formicariidae,Formicarius analis,,Gallito carinegro,,,,,,0-1000,,,,,,,,,,,,,,18; 34,,,,,,,,,,,,,,,,,,,,,,,,,,18; 35,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,18,,,,,34,,,
AVES,PASSERIFORMES,Formicariidae,Formicarius rufipectus,,Gallito pechirrufo,,,,,,1100-2200,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Chlorophonia cyanea,,Clorofonia verdeazul,,,,,,600-2100,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Chlorophonia pyrrhophrys,,Clorofonia ferrugínea,,,,,,1400-2700,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia cyanocephala,,Eufonia cabeciazul,,,,,,1400-2100,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,42,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia fulvicrissa,,Eufonia fulva,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,29; 31,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia laniirostris,,,,,,,,0-1800,36,,,,,33,22; 26,22,,,,,22,18; 34,,,,36,,,38,,,28,,,,42,22,,,,22,,,,,,,18; 35,,9; 22; 37,,37; 38,41,10,,,,,9; 11,10,,,,,11,,,,,,23; 26,42,19,,37,29; 31,9; 22; 37,36,,18,37; 38,,22; 36; 37,,34,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia minuta,,Eufonia rabiblanca,,,,,,0-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia trinitatis,,Eufonia de trinidad,,,,,,0-1100,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Fringillidae,Euphonia xanthogaster,,Eufonia común,,,,,,0-2600,,,25,8,,33,22,22,,,,,22,18,,,,,,,,,,,,,,,22,,,,22,,,,,,,18,25,9; 22,,,,10,,,,,9,10,,,,,,,,,,,,,,,,,9; 22,,,18,,,22,,,,,
AVES,PASSERIFORMES,Fringillidae,Spinus magellanicus,Carduelis magellanica,Jilguero encapuchado,,,,,,2300-3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Spinus psaltria,"Carduelis psaltria, Astragalinus psaltria",Jilguero aliblanco,,,,,,200-3100,,,25,8,,33,22; 26,22,,,,,22,,,,,,,,,13,,,,,,,22,,,,22,,,,,,,35,25,9; 22,,,,,,,,,9,,,,,,,,,,,,26,32,,,,,9; 22,,,,,,22,,,,,
AVES,PASSERIFORMES,Fringillidae,Spinus spinescens,Carduelis spinescens,Jilguero andino,,,,,,1800-3700,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Fringillidae,Spinus xanthogastrus,Carduelis xanthogastra,Jilguero pechinegro,,,,,,1000-3000,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Anabacerthia striaticollis,,Hojarasquero montañero,,,,,,1000-2400,,,25,,,33,,,,,,,,18,,,,,,,,13,,,,,,,,,,,,,,,,,,18,25,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,18,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Asthenes flammulata,,Canastero flamulado,,,,,,2800-4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Automolus ochrolaemus,,Hojarasquero oliváceo,,,,,,0-1200,,30,,,,30,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18; 35,,,,,,10,,,,,,10,,,,,,,,,,,,,30,,,,,,,18,,,,,,,,30
AVES,PASSERIFORMES,Furnariidae,Automolus rubiginosus,Clibanornis rubiginosus,Hojarasquero canela,,,,,,0-1800,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Campylorhynchus griseus,,Chupahuevos,,,,,,,,30,,,,30,22,22,,,,,22,34,,,,,,,,,,,,,,,22,,,,22,,,,,,,35,,22,,,,,,,,,,,,,,,,,,,,,23,,19; 30,,,,22,,,,,,22,,34,,,30
AVES,PASSERIFORMES,Furnariidae,Campylorhamphus pusillus,,Guadañero estriado,,,,,,300-2100,,,25,,,33,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Campylorhamphus trochilirostris,,Guadañero rojizo,,,,,,0-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Certhiaxis cinnamomeus,Certhiaxis cinnamomea,Rastrojero barbiamarillo,,,,,,0-500,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Furnariidae,Cinclodes excelsior,,Cínclodes cavador,,,REST,,,Más 3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Cranioleuca erythrops,,Rastrojero rubicundo,,,,,,1000-2100,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Deconychura longicauda,,Trepador rabilargo,,,,,,0-1300,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Dendrocincla fuliginosa,,Trepador pardo,,,,,,0-1500,36,30,25,,,30; 33,22; 26,22,,,,,22,18; 34,,,,36,,,38,,,,,,,,22,,,,22,,,,,,,18; 35,25,22,,38,41,10,,,,,,10,,,,,,,,,,,23; 26,,19; 30,,,,22,36,,18,38,,22; 36,,34,,,30
AVES,PASSERIFORMES,Furnariidae,Dendrocincla tyrannina,,Trepador cordillerano,,,,,,1500-3000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Dendrocolaptes picumnus,,Trepador rayado,,,,,,1300-2800,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Dendrocolaptes sanctithomae,,Trepador barrado norteño,,,,,,0-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Dendroplex picus,Xiphorhynchus picus,Trepador pico de lanza,,,,,,0-600,36,,,,,,22,22,,,,,22,34,,,,36,,,,,,,,,,,22,,,,22,,,,,,,,,22,,,41,10,,,,,,10,,,,,,,,,,,,,19,,,,22,36,,,,,22; 36,,34,,,
AVES,PASSERIFORMES,Furnariidae,Furnarius leucopus,,Hornero patiamarillo,,,,,,0-500,,,,,,,26,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,10,,,,,11,10,,,,,11,,,,,,26,,,,,,,,,18,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Glyphorynchus spirurus,,Trepador pico de cuña,,,,,,0-2100,,30,,,,30; 33,26,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,10,,,,,,10,,,,,,,,,,,23; 26,,19; 30,,,29; 31,,,,18,,,,,,,,30
AVES,PASSERIFORMES,Furnariidae,Hellmayrea gularis,,Rastrojero cejiblanco,,,,,,2400-3800,,,25,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Hyloctistes subulatus,,Hojarasquero estriado,,,,,,0-900,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Lepidocolaptes lacrymiger,,Trepador montañero,,,,,,1800-3000,,,,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,9; 27,,,,,,,,,9,,,,,,,,,40,,,23,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Lepidocolaptes souleyetii,,Trepador campestre,,,,,,0-1500,,,,,,,22; 26,22,,,,,22,,,,,,,,,,,,,,,,22,,,,22,,,,,,,35,,22; 37,,37,,10,,,,,,10,,,,,,,,,,,23,,,,37,29; 31,22; 37,,,,37,,22; 37,,,,,
AVES,PASSERIFORMES,Furnariidae,Leptasthenura andicola,,Coludito frailejonero,,,,,,3000-4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Margarornis squamiger,,Corretroncos perlado,,,,,,1500-3000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,40,,,,32,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Margarornis stellatus,,Corretroncos barbiblanco,,,REST,,,1200-2200,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Philydor fuscipenne,Philydor fuscipennis,Hojarasquero alinegro,,,,,,0-1200,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Philydor rufum,Philydor rufus,Hojarasquero ocráceo,,,,,,900-1800,,,,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Premnoplex brunnescens,,Corretroncos barranquero,,,,,,1200-2600,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Premnornis guttuligera,,Corretroncos alirrufo,,,,,,1600-2500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Pseudocolaptes boissonneautii,,Corretroncos cuelliblanco,,,,,,1800-3200,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Schizoeaca fuliginosa,,Rastrojero andino,,,,,,2300-2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Sclerurus guatemalensis,,Raspahojas medialuna,,,,,,0-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Sclerurus mexicanus,,Raspahojas picudo,,,,,,0-2000,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Sittasomus griseicapillus,,Trepador oliváceo,,,,,,0-1000,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,,,,,,,,19,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Synallaxis albescens,,Rastrojero pálido,,,,,,0-2100,36,,25,,,33,22; 26,22,,,,,22,18; 34,,,,36,,,38,13,,,,,,42,22,,,,22,,,,,,,18; 35,,22; 37,,37; 38,,10,,,,,11,10,,,,,11,,,,,,26,42,,,37,,22; 37,36,,18,37; 38,,22; 36; 37,,34,,,
AVES,PASSERIFORMES,Furnariidae,Synallaxis azarae,,Rastrojero de Azara,,,,,,900-3000,,,25,8,,33,,,,8,,,,18; 34,,,,,,,,13,,,,,,,,,,,,,,,,,,18,,9; 27,,,,,8; 39,,,,9,,,,,,,,39,,,,23; 39,32,,39,,,9,,,18,,,,,34,,,
AVES,PASSERIFORMES,Furnariidae,Synallaxis brachyura,,Rastrojero pizarra,,,,,,0-2000,,,,,,33,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
AVES,PASSERIFORMES,Furnariidae,Synallaxis unirufa,,Rastrojero de antifaz,,,,,,1700-3100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Syndactyla subalaris,,Hojarasquero listado,,,,,,900-2400,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Thripadectes flammulatus,,Hojarasquero rayado,,,,,,800-3000,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Thripadectes holostictus,,Hojarasquero menor,,,,,,1800-2700,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Thripadectes ignobilis,,Hojarasquero uniforme,,,REST,,,200-2500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Thripadectes virgaticeps,,Hojarasquero común,,,,,,1200-2500,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xenerpestes minlosi,,Trapecista gris,,,,,,0-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xenops minutus,,Xenops pardusco,,,,,,0-1800,,30,,,,30; 33,,,,,,,,18; 34,,,,,,,,,,,,,,,,,,,,,,,,,,18,,9,,,,10,,,,,9,10,,,,,,,,,,,,,30,,,29; 31,9,,,18,,,,,34,,,30
AVES,PASSERIFORMES,Furnariidae,Xenops rutilans,,Xenops estriado,,,,,,1500-2800,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xiphocolaptes promeropirhynchus,,Trepador gigante,,,,,,100-3000,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,25,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xiphorhynchus erythropygius,,Trepador manchado,,,,,,0-2100,,,25,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xiphorhynchus lachrymosus,,Trepador lacrimoso,,,,,,0-1500,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVES,PASSERIFORMES,Furnariidae,Xiphorhynchus susurrans,,Trepador cacaotero,,,,,,0-1100,,,,,,,26,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,37,,37; 38,,,,,,,,,,,,,,,,,,,26,,19,,37,29; 31,37,,,,37; 38,,37,,,,,
AVES,PASSERIFORMES,Furnariidae,Xiphorhynchus triangularis,,Trepador perlado,,,,,,800-2700,,,25,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
